index	*ID	version	enabled	*Skip Generation	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Snakecord	788	0	1			0	1	16	8	3vb	Light Belt		5	5000	blac	blac						tinkerflag2		25	35	dmg-pois	50	768	1024	res-pois		40	50	ac		40	50	ac%		80	100	res-pois-len		50	50	regen		100	500	pierce-pois		5	10																		0
Nightsmoke	789	0	1			0	1	27	14	3mb	Belt		5	5000	lyel	lyel						tinkerflag2		25	35	hit-skill	Cloak of Shadows	1	15	res-all		20	30	red-dmg		5	10	ac		30	40	hit-skill	Sandstorm	5	15	mana		50	100																						0
Goldwrap	790	0	1			0	1	36	18	3tb	Heavy Belt		5	5000	lblu	lblu						tinkerflag2		25	35	mag%		50	100	light		5	10	ac		50	100	swing2		20	30	cast2		20	30	gold%		100	150	sock		2	2																		0
Bladebuckle	791	0	1			0	1	39	20	3hb	Girdle		5	5000	dyel	dyel						tinkerflag2		25	35	thorns		100	200	thorns/lvl	40			red-dmg		5	10	red-mag		5	10	all-stats		10	20	balance2		30	30	gethit-skill	Spike Nova Proc	25	15	lifesteal		10	15														0
Nokozan Relic	792	0	1			0	1	14	10	au9	Amulet		5	5000				nokozan				dmg-fire		40	60	res-fire-max		5	10	res-fire		75	75	move2		30	30	pierce-fire		10	15	kill-skill	Fire Surge	100	10																										0
The Eye of Etlich	793	0	1			0	1	20	15	au9	Amulet		5	5000				etlich				allskills		2	2	light		5	10	freeze		1	1	nofreeze		2	2	life-on-striking		5	5	mana-on-striking		1	1																										0
The Mahim-Oak Curio	794	0	1			0	1	34	25	au9	Amulet		5	5000	lpur							all-stats		40	50	all-stats-percent		10	20	res-all		20	40																																						0
Nagelring	795	0	1			0	1	10	7	rn9	Ring		5	5000	dpur							red-mag		10	15	red-dmg		10	15	mag%		50	100	gold%		50	100	sock		1	1																														0
Manald Heal	796	0	1			0	1	20	15	rn9	Ring		5	5000	oran							regen		500	1000	regen-mana		200	300	hp		50	100	mana		50	100																																		0
The Stone of Jordan	797	0	1			0	1	40	45	rn9	Ring		5	5000	whit							allskills		1	1	mana		50	100	mana%		30	50	sock		1	1	cast2		20	30	oskill	Teleport	1	1	skill-rand	30	418	662																						0
Coldkill	798	100	1			0	1	44	25	q00	Hatchet		5	5000	cblu	cblu						tinkerflag2		25	35	dmg-cold	50	200	300	swing3		30	30	res-cold-max		5	5	res-cold		75	75	dmg-cold/lvl	80			pierce-cold		20	30	hit-skill	Cold Enhanced Axe	15	20																		0
Butcher's Pupil	799	100	1			0	1	47	27	q01	Cleaver		5	5000	cblu	cblu						tinkerflag2		25	35	deadly		40	40	crush		40	40	dmg%		200	300	indestruct		1	1	dmg-bleed	250	300	400	dmg-norm		50	100	ease		300	300	kill-skill	Fury Proc	33	30														0
Islestrike	800	100	1			0	1	51	30	q02	Twin Axe		5	5000								tinkerflag2		25	35	dru		2	2	hit-skill	Whirlpool Proc	3	40	hit-skill	Firestorm	1	40	pierce-cold		20	30	pierce-fire		20	30	dmg%		200	300	swing2		20	30																		0
Pompe's Wrath	801	100	1			0	1	53	31	q03	Crowbill		5	5000	cred	cred						tinkerflag2		25	35	hit-skill	Concentrate Proc	2	40	dmg-max		1	250	dmg%		100	200	knock		1	1	heal-kill		25	50	swing2		20	30																						0
Guardian Naga	802	100	1			0	1	56	33	q04	Naga		5	5000								tinkerflag2		25	35	dmg-bleed	100	150	200	dmg-pois	100	2560	3840	pierce-pois		15	25	hit-skill	Inner Sight	3	25	dmg%		100	200	dmg-norm		25	50	block		4	5	block2		50	50														0
Warlord's Trust	803	100	1			0	1	43	24	q05	Military Axe		5	5000	whit	whit						tinkerflag2		25	35	oskill	Charge	10	20	velocitypercent		-50	-50	attackrate		-50	-50	kill-skill	Taunt	17	20	oskill	Battle Orders	10	15	gethit-skill	Shout	5	20	lifesteal		10	20	dmg%		200	300	dmg-min		75	100	red-dmg%		20	30	crush		50	100		0
Spellsteel	804	100	1			0	1	47	27	q06	Bearded Axe		5	5000	whit	whit						tinkerflag2		25	35	oskill	Whirlwind	1	1	pierce-fire		20	30	pierce-cold		20	30	pierce-ltng		20	30	ease		-100	-100	swing2		50	50	red-mag		40	50	att-skill	Glacial Spike	100	40	att-skill	Fire Ball	100	40	att-skill	Conduit Proc	100	40	red-ac		50	100		0
Stormrider	805	100	1			0	1	49	28	q07	Tabar		5	5000	lred	lred						tinkerflag2		25	35	gethit-skill	SCharged Strike Proc	75	30	pierce-ltng		30	40	move2		50	50	att-skill	Judgement Proc	5	30	dmg%		400	500	str		50	100	swing2		50	50																		0
Boneslayer Blade	806	100	1			0	1	50	29	q08	Gothic Axe		5	5000								tinkerflag2		25	35	hit-skill	Poison Mastery	3	30	hit-skill	Fist of the Heavens	3	30	ease		100	100	extra-mag2		20	30	aura	Sanctuary	10	20	res-mag		20	30	red-dmg%		20	30	dmg-demon		100	500														0
The Minataur	807	100	1			0	1	53	31	q09	Ancient Axe		5	5000								tinkerflag2		25	35	ease		300	300	strpercent		40	50	str		150	200	slow		50	50	crush		100	100	dmg-norm		40	50	dmg%		200	400	oskill	Bash	5	10	att%		100	150										0
Suicide Branch	808	100	1			0	1	41	23	q10	Burnt Wand		5	5000								tinkerflag2		25	35	death-skill	Volcano	100	60	death-skill	Orb of Winter	100	60	death-skill	Rain of Fire	100	60	death-skill	Monsoon	100	60	death-skill	Cataclysm	100	60	death-skill	Storm Nexus	100	60	death-skill	Conflagrate	100	60	move2		50	50	pierce-res-all		30	40										0
Carin Shard	809	100	1			0	1	43	25	q11	Petrified Wand		5	5000	cblu	cblu						tinkerflag2		25	35	hp/lvl	16			cast2		30	40	mana/lvl	16			balance2		50	50	regen		400	500	regen-mana		100	200	allskills		1	1	aura	Prayer	5	10														0
Arm of King Leoric	810	100	1			0	1	44	25	q12	Tomb Wand		5	5000								tinkerflag2		25	35	oskill	Summon Skeleton King	3	3	extra-summ		20	40	skill	Summon Skeleton King	7	12	allskills		1	2	mythicaldescnoflag	1228	1	1	oskill-hidden	Arm of King Leoric Passive	1	1	pierce-res-all		15	25																		0
Blackhand Key	811	100	1			0	1	49	34	q13	Grave Wand		5	5000	blac	blac						tinkerflag2		25	35	oskill	Bone Mastery	20	30	oskill	Bone Spirit	20	30	extra-mag2		30	40	allskills		2	2	cast2		40	50	kill-skill	Teeth	50	30	hp		100	200	mana		200	300	gethit-skill	Poison Mastery	33	50										0
Dark Clan Crusher	812	100	1			0	1	42	23	q14	Cudgel		5	5000	dgld	dgld						tinkerflag2		25	35	dru		2	2	dmg-demon		300	300	dmg-undead		300	300	dmg%		200	300	bar		2	2	hit-skill	Fury Proc	2	15	hit-skill	Stun Proc	2	15	dmg-norm		10	25														0
Zakarum's Hand	813	100	1			0	1	45	25	q15	Rune Scepter		5	5000	lpur	lpur						tinkerflag2		25	35	aura	Holy Freeze	20	30	skilltab	9	3	5	pierce-cold		20	30	att-skill	Freezing Claws Proc	10	40	dmg%		300	400	swing2		30	40	ignore-ac		1	1	life-on-striking		2	5	mana-on-striking		2	3										0
The Fetid Sprinkler	814	100	1			0	1	46	26	q16	Holy Water Sprinkler		5	5000								tinkerflag2		25	35	dmg-bleed	250	900	1000	dmg-norm		100	150	attackrate		-50	-50	total-attack-speed		-100	-100	dmg%		250	300	mythicaldescnoflag	1229	1	1	att-skill	Devastating Shock Wave	33	20	att-skill	Amplify Damage	100	30	res-pois		50	75	res-pois-len		50	75	lifesteal		10	15		0
Hand of Blessed Light	815	100	1			0	1	50	29	q17	Divine Scepter		5	5000	lyel							tinkerflag2		25	35	pal		2	2	dmg%		200	300	dmg-norm		50	70	res-mag		10	20	aura	Redemption	10	15	dmg-undead		200	300	dmg-demon		200	300	att%		200	200	light		15	20	extra-mag2		20	30						0
Fleshrender	816	100	1			0	1	46	26	q18	Barbed Club		5	5000	blac							tinkerflag2		25	35	lifesteal		20	30	dmg-bleed	25	250	300	deadly		50	50	att-skill	Frenzy Proc	17	30	allskills		1	1	dmg%		150	250																						0
Sureshrill Frost	817	100	1			0	1	47	27	q19	Flanged Mace		5	5000								tinkerflag2		25	35	freeze		3	3	nofreeze		1	1	dmg-norm		30	40	dmg%		200	300	pierce-cold		20	30	hit-skill	Cold Enhanced Axe	15	30	kill-skill	Time Stop	50	50	kill-skill	Freezing Claws Proc	20	30														0
Moonfall	818	100	1			0	1	50	29	q20	Jagged Star		5	5000								tinkerflag2		25	35	hit-skill	Rain of Fire	3	40	pierce-fire		20	30	swing2		-20	-20	allskills		2	2	dmg-fire		400	600	kill-skill	Fire Claws Proc	20	30	knock		1	1	oskill	Fire Mastery	1	1														0
Baezil's Vortex	819	100	1			0	1	53	31	q21	Knout		5	5000	dblu	dblu						tinkerflag2		25	35	att-skill	Storm Nexus	17	40	pierce-ltng		20	30	move2		40	40	item-skill-cooldown		20	30	dmg-ltng		1	1000	swing2		20	20	gethit-skill	SNova	50	40	oskill	Lightning Mastery	1	1	hit-skill	Conduit Proc	10	40										0
Earthshaker	820	100	1			0	1	51	30	q22	Battle Hammer		5	5000								tinkerflag2		25	35	hit-skill	Cataclysm	3	40	swing2		30	40	hit-skill	Amplify Damage	3	40	dmg%		200	300	dmg-norm		30	40	hit-skill	Axe Proc	10	20	red-dmg		20	30	red-mag		20	30	strpercent		20	30										0
Bloodtree Stump	821	100	1			0	1	56	33	q23	War Club		5	5000	dred							tinkerflag2		25	35	crush		50	50	dmg-bleed	25	200	200	hit-skill	Stun	2	40	dmg%		300	400	hp		200	300	heal-kill		80	100	oskill	Shout	5	10																		0
The Gavel of Pain	822	100	1			0	1	53	31	q24	Martel de Fer		5	5000								tinkerflag2		25	35	deadly		100	100	crush		100	100	dmg%		400	500	ease		100	100	hit-skill	Weaken	3	40	abs-elem%		5	10	red-dmg%		15	20	all-stats-percent		20	30														0
Bloodletter	823	100	1			0	1	38	25	q25	Gladius		5	5000	cred	cred						tinkerflag2		25	35	dmg-norm		30	60	att		500	500	lifesteal		20	30	dmg-bleed	10	80	120	dmg%		150	200	oskill	Claw Mastery	5	10	hp		100	200																		0
Coldsteel Eye	824	100	1			0	1	39	25	q26	Cutlass		5	5000	dgry							tinkerflag2		25	35	freeze		1	1	slow		30	30	deadly		50	50	dmg%		200	250	swing2		50	50	mana-on-striking		10	15	dexpercent		20	30	pierce-cold		20	30														0
Hexfire	825	100	1			0	1	41	23	q27	Shamshir		5	5000								tinkerflag2		25	35	res-fire		90	90	res-fire-max		5	5	dmg-norm		50	60	ignore-ac		1	1	hit-skill	Lower Resist	3	40	hit-skill	Crucify Proc	2	45	dmg%		100	150	pierce-fire		15	20														0
Blade of Ali Baba	826	100	1			0	1	43	35	q28	Tulwar		5	5000	cred	cred						tinkerflag2		25	35	gold%/lvl	32			mag%/lvl	16			sock		2	2	move2		40	40	swing2		60	60	dmg-max		100	150	kill-skill	Find Potion	33	30																		0
Ginther's Rift	827	100	1			0	1	45	25	q29	Dimensional Blade		5	5000	cblu							tinkerflag2		25	35	red-mag		20	30	swing2		50	50	indestruct		1	1	dmg-mag		500	1000	extra-mag2		20	30	hit-skill	Poison Mastery	3	40	res-mag		15	30	hit-skill	Magic Enhanced Axe	20	30														0
Headstriker	828	100	1			0	1	47	27	q30	Battle Sword		5	5000	bwht	bwht						tinkerflag2		25	35	str		100	150	deadly		100	100	dmg/lvl	24			swing2		-20	-20	strpercent		10	20	ease		100	100	att-skill	Stun Proc	50	20	red-dmg		20	30														0
Plague Bearer	829	100	1			0	1	49	28	q31	Rune Sword		5	5000								tinkerflag2		25	35	kill-skill	Spike Nova Proc	10	30	dmg-pois	256	1500	2000	pierce-pois		15	25	hit-skill	Axe Proc	15	20	oskill	Poison Mastery Passive	1	1	res-pois		50	75	res-pois-len		50	75	dmg-ac		-50	-50														0
The Atlantian	830	100	1			0	1	50	29	q32	Ancient Sword		5	5000	lblu	lblu						tinkerflag2		25	35	skill	Judgement	15	20	dmg-max		80	100	strpercent		30	40	dex		40	50	vit		40	50	allskills		2	2	swing2		40	50	dmg%		50	125														0
Crainte Vomir	831	100	1			0	1	50	29	q33	Espadon		5	5000	lgld							tinkerflag2		25	35	slow		35	35	freeze		5	5	att-skill	Permafrost	5	25	pierce-cold		10	20	kill-skill	Cold Surge	100	15	coldskill		1	2	dmg-cold	100	600	800	mana-on-striking		1	2														0
Bing Sz Wang	832	100	1			0	1	51	30	q34	Dacian Falx		5	5000								tinkerflag2		25	35	freeze		3	3	att-skill	Freezing Claws Proc	33	30	pierce-cold		20	30	dmg%		300	350	life-on-striking		5	10	mana-on-striking		3	6	oskill	Wearwolf	1	1	oskill	Hunger	1	1														0
The Vile Husk	833	100	1			0	1	52	30	q35	Tusk Sword		5	5000	dgry	dgry						tinkerflag2		25	35	hit-skill	Amplify Damage	3	45	reduce-ac		100	100	oskill	Power of Athulua	10	20	all-stats		40	50	dmg%		200	300	manasteal		10	20	hp%		40	50																		0
Cloudcrack	834	100	1			0	1	53	31	q36	Gothic Sword		5	5000								tinkerflag2		25	35	hit-skill	Fist of the Heavens	2	40	hit-skill	Magic Enhanced Axe	15	30	pal		2	2	aura	Sanctuary	15	30	dmg-mag		400	500	extra-mag2		20	30	swing2		30	30	res-mag		20	30	res-ltng		40	50	dmg-undead		50	400						0
Todesfaelle Flamme	835	100	1			0	1	54	32	q37	Zweihander		5	5000								tinkerflag2		25	35	gethit-skill	Blaze	10	50	pierce-fire		30	40	fireskill		3	4	red-dmg%		20	30	res-all		45	60	att-skill	Conflagrate	10	30	life-on-striking		15	20																		0
Swordguard	836	100	1			0	1	55	33	q38	Executioner Sword		5	5000	bwht	bwht						tinkerflag2		25	35	balance2		50	50	block		10	20	block2		100	100	dmg-norm		80	100	swing2		30	40	aura	Thorns	10	30	thorns/lvl	160			gethit-skill	Spike Nova Proc	50	30														0
Spineripper	837	100	1			0	1	40	22	q39	Poignard		5	5000								tinkerflag2		25	35	dmg-bleed	25	160	200	deadly		30	50	att		200	250	dex		30	50	swing2		20	30	kill-skill	Spike Nova Proc	17	30																						0
Heart Carver	838	100	1			0	1	44	25	q40	Rondel		5	5000								tinkerflag2		25	35	hit-skill	Find Rejuvenation	5	30	ignore-ac		1	1	lifesteal		50	50	dmg%		500	500	life-on-striking		20	20	swing2		50	50	crush		50	50																		0
Blackbog's Sharp	839	100	1			0	1	46	26	q41	Cinquedeas		5	5000								tinkerflag2		25	35	kill-skill	Poison Nova	25	45	kill-skill	Poison Explosion	25	45	pierce-pois		20	30	oskill	Poison Mastery Passive	1	1	ease		200	200	allskills		1	2	sock		1	2	oskill	Fade	1	1														0
Stormspike	840	100	1			0	1	49	28	q42	Stilleto		5	5000	cblu	cblu						tinkerflag2		25	35	kill-skill	Conduit Proc	100	30	pierce-ltng		15	25	skill	Storm Nexus	5	10	res-ltng		75	75	res-ltng-max		5	5	cast2		40	50	mana-kill		30	50	mana%		20	30														0
The Impaler	841	100	1			0	1	39	21	q43	War Spear		5	5000	lred	lred						tinkerflag2		25	35	dmg-bleed	25	150	200	deadly		100	100	weapon-mastery		4	4	att-skill	Dance of Death Proc	20	30	swing2		-30	-30	life-on-striking		5	10	dmg%		150	200																		0
Kelpie Snare	842	100	1			0	1	41	23	q44	Fuscina		5	5000								tinkerflag2		25	35	slow		35	35	att-skill	Stun Proc	50	20	dmg-norm		40	50	freeze		3	3	dmg%		150	200	hit-skill	Cold Enhanced Axe	10	15	pierce-cold		20	30																		0
Soulfeast Tine	843	100	1			0	1	43	25	q45	War Fork		5	5000	lyel	lyel						tinkerflag2		25	35	aura	Sanctuary	10	30	extra-mag2		10	30	kill-skill	Killer Scythe Proc	50	30	oskill	Soul Reaper Mastery	10	30	dmg-undead		100	300	dmg-demon		100	300	dmg-mag		500	1000	life-on-striking		5	10														0
Hone Sundan	844	100	1			0	1	45	31	q46	Yari		5	5000								tinkerflag2		25	35	aura-hidden	Hone Sudan Aura	1	1	dmg-norm		20	30	dmg%		100	150	crush		50	50	crush/lvl	16			indestruct		1	1	life-on-striking		1	1	mythicaldescnoflag	1230	1	1														0
Spire of Honor	845	100	1			0	1	47	33	q47	Lance		5	5000	lgry	lgry						tinkerflag2		25	35	swing2		-30	-30	ease		300	300	strpercent		60	75	dexpercent		60	75	dmg%		200	300	att-skill	Judgement Proc	20	40	aura	Might	10	20	balance2		30	50														0
The Meat Scraper	846	100	1			0	1	49	28	q48	Lochaber Axe		5	5000	dred	dred						tinkerflag2		25	35	kill-skill	Find Rejuvenation	20	30	kill-skill	Find Potion	10	30	life-on-striking		10	15	hp%		40	50	mag%		100	150	dmg%		200	300	swing2		40	50																		0
Blackleach Blade	847	100	1			0	1	50	29	q49	Bill		5	5000	blac	blac						tinkerflag2		25	35	hit-skill	Weaken	3	50	gethit-skill	Howl	10	30	gethit-skill	Taunt	10	30	mana-on-striking		5	10	slow		25	25	sock		3	3	dmg%		100	200																		0
Athena's Wrath	848	100	1			0	1	50	29	q50	Battle Scythe		5	5000								tinkerflag2		25	35	dru		2	4	dexpercent		40	50	swing2		40	50	skill	Maul	15	20	skill	Feral Rage	15	20	hit-skill	Axe Proc	10	20	dmg/lvl	12																				0
Pierre Tombale Couant	849	100	1			0	1	51	30	q51	Partizan		5	5000	lgld	lgld						tinkerflag2		25	35	att-skill	Stun Proc	15	30	att-skill	Fury Proc	15	30	att-skill	Zeal Proc	15	30	oskill	Claw Mastery	10	20	move2		30	30	swing2		30	30	deadly		30	30	crush		30	30	dmg%		150	250	allskills		1	1						0
Husoldal Evo	850	100	1			0	1	52	30	q52	Bec-de-Corbin		5	5000								tinkerflag2		25	35	regen		1000	1000	att-skill	Monsoon	10	40	pierce-cold		30	40	res-all		40	50	red-dmg		30	40	hit-skill	Frozen Blast	2	40	kill-skill	Ice Explosion	25	40																		0
Grim's Burning Dead	851	100	1			0	1	52	31	q53	Grim Scythe		5	5000	cred	cred						tinkerflag2		25	35	kill-skill	Spike Nova Fire	25	40	pierce-fire		40	50	regen		800	1000	life-on-striking		5	10	dmg-max		1	400	ease		200	200	dmg%/lvl	16			att%		100	200														0
Razorswitch	852	100	1			0	1	36	21	q54	Jo Stalf		5	5000	lpur							tinkerflag2		25	35	cast3		30	30	aura	Thorns	25	30	mana		150	200	hp		150	200	red-mag		20	30	res-all		50	50	allskills		2	3																		0
Ribcracker	853	100	1			0	1	39	31	q55	Quarterstaff		5	5000	lblu	lblu						tinkerflag2		25	35	dmg-min		1	250	dmg%		1	300	crush		1	100	dex		1	100	ac		200	300	ac%		200	300	balance2		50	50	swing2		50	50	att-skill	Stun Proc	33	20	str		1	100						0
Chromatic Ire	854	100	1			0	1	43	25	q56	Cedar Staff		5	5000								tinkerflag2		25	35	oskill	Fire Mastery	1	1	oskill	Cold Mastery	1	1	oskill	Lightning Mastery	1	1	mana%		40	50	hp%		40	50	allskills		1	3	sock		2	3	cast2		30	40														0
Warpspear	855	100	1			0	1	47	27	q57	Gothic Staff		5	5000	cblu	cblu						tinkerflag2		25	35	oskill	Teleport	1	1	mana%		80	100	skill	Energy Shield	15	20	kill-skill	Time Stop	50	40	pierce-ltng		20	30	pierce-cold		20	30	allskills		1	2																		0
Skullcollector	856	100	1			0	1	49	28	q58	Rune Staff		5	5000	blac	blac						tinkerflag2		25	35	kill-skill	Bone Spirit	75	40	oskill	Magic Mastery	1	5	heal-kill		75	150	mana-kill		25	75	gethit-skill	Bone Armor	17	40	enepercent		10	50																						0
Skystrike	857	100	1			0	1	36	21	q59	Edge Bow		5	5000								tinkerflag2		25	35	hit-skill	Zap	5	30	hit-skill	Conduit Proc	5	30	swing2		10	60	dmg-ltng		1	500	reduce-ac		30	50	oskill	Storm Nexus	5	10	allskills		1	1	abs-ltng		10	50														0
Riphook	858	100	1			0	1	39	22	q60	Razor Bow		5	5000	cred	cred						tinkerflag2		25	35	dmg-bleed	25	100	150	hit-skill	Arrow Hit Skill	20	30	dmg-norm		40	50	kill-skill	Spike Nova Proc	17	30	dmg%		100	150	ease		100	100																						0
Kuko Shakaku	859	100	1			0	1	41	23	q61	CedarBow		5	5000	lpur	lpur						tinkerflag2		25	35	hit-skill	Immolation Arrow	5	30	pierce-fire		20	30	heal-kill		40	80	mana-on-striking		1	2	att%		50	150	oskill	Fire Mastery	1	1	swing2		10	30																		0
Endlesshail	860	100	1			0	1	44	25	q62	Double Bow		5	5000								tinkerflag2		25	35	hit-skill	Hailstorm	2	40	pierce-cold		20	30	dmg-cold	100	300	400	manasteal		5	10	dmg-norm		40	50	balance2		30	30	allskills		2	2	dmg%		50	100														0
Whichwild String	861	100	1			0	1	47	33	q63	Short Siege Bow		5	5000	lblu	lblu						tinkerflag2		25	35	hit-skill	Magic Arrow	1	30	hit-skill	Poison Mastery	1	35	deadly/lvl	8			dmg%		150	250	sock		1	2	dmg-mag		350	500	res-all		40	50																		0
Cliffkiller	862	100	1			0	1	49	28	q64	Long Siege Bow		5	5000	dgld							tinkerflag2		25	35	ease		200	200	kill-skill	Bash Proc	33	30	dmg%		300	400	str		80	100	dex		80	100	dmg-max		1	400	allskills		1	4	hp%		40	50	swing2		-50	-30										0
Magewrath	863	100	1			0	1	51	30	q65	Rune Bow		5	5000	oran							tinkerflag2		25	35	mana-on-striking		5	10	swing2		40	50	ama		2	3	mana%		50	100	mana		100	200	oskill	Energy Shield	1	20	pierce-res-all		20	30	res-all		20	30	allskills		1	2										0
Godstrike Arch	864	100	1			0	1	54	32	q66	Gothic Bow		5	5000	lgry	lgry						tinkerflag2		25	35	hit-skill-hidden	Gold on Striking	10	1	mythicaldescnoflag	1232	1	1	hit-skill	Lightning Enhanced Arrow	33	60	pierce-ltng		20	30	dmg-ltng		1	500	aura-hidden	Goldstrike Arch Aura	1	1	att		100	200	move2		30	30	dex		20	40										0
Langer Briser	865	100	1			0	1	40	22	q67	Arbalest		5	5000								tinkerflag2		25	35	deadly		25	50	dmg-bleed	75	150	250	hit-skill	Spike Nova Proc	1	40	dmg-max		50	100	dmg%		300	400	swing2		-30	-30	knock		1	1	oskill	Crossbow Passive	1	1														0
Pus Spiter	866	100	1			0	1	44	25	q68	Siege Crossbow		5	5000	cgrn	cgrn						tinkerflag2		25	35	hit-skill	Poison Dagger	3	30	pierce-pois		20	30	ease		-50	-50	hit-skill	Poison Mastery	3	30	reduce-ac		100	100	deadly		33	33	swing2		40	40	oskill	Crossbow Passive	1	1														0
Buriza-Do Kyanon	867	100	1			0	1	59	41	q69	Balista		5	5000								tinkerflag2		25	35	freeze		20	20	hit-skill	Hailstorm	2	60	dmg/lvl	24			dmg%/lvl	24			pierce-cold		30	40	swing2		200	200	kill-skill	Absolute Zero	10	60	manasteal		30	50	oskill	Crossbow Passive	1	1										0
Demon Machine	868	100	1			0	1	57	34	q70	Chu-Ko-Nu		5	5000	blac	blac						tinkerflag2		25	35	pierce-fire		20	30	ignore-ac		1	1	ac		400	500	life-on-striking		3	5	oskill	Crossbow Passive	1	1	att%		100	200	oskill	Fire Mastery	1	1	kill-skill	Conflagrate	10	40	hit-skill	Fire Surge	10	60										0
Peasent Crown	869	100	1			0	1	36	22	4ap	War Hat		3	5000	lgry							tinkerflag2		25	35	aura-hidden	Peasant Crown Aura	1	1	mythicaldescnoflag	1233	1	1	all-stats		20	40	hp%		15	25	mana%		15	25	allskills		1	1	ac		200	200	gold%		100	200														0
Rockstopper	870	100	1			0	1	39	25	4kp	Sallet		3	5000								tinkerflag2		25	35	red-dmg%		50	50	res-all		-20	-20	balance2		50	50	ac%		400	500	thorns		800	1000	thorns/lvl	80																								0
