Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ladder	noAlwaysSpawn	*eol
Scepter And Mace Items Tier 12			1						60f	6	61f	6	43c	6	59f	6	58f	6	57f	6	51f	6	50f	6	52f	6	Scepter And Mace Items Tier 11	402						0
Scepter And Mace Items Tier 13			1						46c	6	65f	6	64f	6	63f	6	62f	6	03i	6	45c	6	44c	6	66f	6	Scepter And Mace Items Tier 12	438						0
Scepter And Mace Items Tier 14			1						01d	4	02d	4	03d	4	02g	4	71f	6	70f	6	69f	6	68f	6	67f	6	Scepter And Mace Items Tier 13	475						0
Scepter And Mace Items Tier 15			1						10d	4	09d	4	08d	4	03g	4	07d	4	06d	4	05d	4	04d	4	01g	4	Scepter And Mace Items Tier 14	509						0
Scepter And Mace Items Tier 16			1						13d	4	09g	4	07g	4	06g	4	05g	4	04g	4	03j	4	12d	4	11d	4	Scepter And Mace Items Tier 15	533						0
Scepter And Mace Items Tier 17			1						16g	4	15g	4	14g	4	13g	4	12g	4	11g	4	10g	4	14d	4	08g	4	Scepter And Mace Items Tier 16	558						0
Scepter And Mace Items Tier 18			1						20g	4	24g	4	16d	4	17d	4	15d	4	18d	4	19g	4	18g	4	17g	4	Scepter And Mace Items Tier 17	582						0
Scepter And Mace Items Tier 19			1						27g	20	26g	4	21d	4	25g	4	22g	4	23g	4	20d	4	21g	4	19d	4	Scepter And Mace Items Tier 18	607						0
Scepter And Mace Items Tier 20			1						34g	4	35g	4	36g	4	24d	4	23d	4	28g	4	30g	20	29g	4	22d	4	Scepter And Mace Items Tier 19	631						0
Scepter And Mace Items Tier 21			1						27d	4	26d	4	43g	4	42g	4	41g	4	33g	4	32g	4	31g	4	37g	20	Scepter And Mace Items Tier 20	656						0
Scepter And Mace Items Tier 22			1						35d	4	34d	4	33d	4	40g	4	39g	4	38g	4	44g	4	29d	4	28d	4	Scepter And Mace Items Tier 21	680						0
Scepter And Mace Items Tier 23			1						53g	4	54g	4	55g	4	56g	4	32d	4	31d	4	30d	4	37d	4	36d	4	Scepter And Mace Items Tier 22	705						0
Scepter And Mace Items Tier 24			1						57g	4	45g	4	46g	20	47g	4	48g	20	49g	4	50g	4	51g	4	52g	4	Scepter And Mace Items Tier 23	729						0
Scepter And Mace Items Tier 25			1						65g	4	63g	4	62g	4	38d	4	39d	4	61g	4	60g	4	59g	4	58g	4	Scepter And Mace Items Tier 24	754						0
Scepter And Mace Items Tier 26			1						70g	20	04j	4	05j	4	68g	4	67g	4	40d	4	69g	4	66g	4	64g	4	Scepter And Mace Items Tier 25	778						0
Scepter And Mace Items Tier 27			1						72g	4	74g	4	43d	4	04i	4	42d	4	41d	4	73g	4	71g	4	44d	4	Scepter And Mace Items Tier 26	803						0
Scepter And Mace Items Tier 28			1						07i	4	77g	4	48d	4	47d	4	06i	4	05i	4	76g	4	45d	4	75g	4	Scepter And Mace Items Tier 27	827						0
Scepter And Mace Items Tier 29			1						07j	2	02e	2	02k	10	01e	2	01h	2	06j	2	78g	4	50d	4	49d	4	Scepter And Mace Items Tier 28	851						0
Scepter And Mace Items Tier 30			1						09h	2	07h	10	06h	2	05e	2	04h	10	05h	2	04e	2	03e	2	03h	2	Scepter And Mace Items Tier 29	867						0
Scepter And Mace Items Tier 31			1						12k	2	11h	2	13h	10	09e	2	08e	2	07e	2	06e	2	08h	2	10h	2	Scepter And Mace Items Tier 30	882						0
Scepter And Mace Items Tier 32			1						13e	2	12e	2	15h	2	14h	2	10i	2	09i	2	08i	2	11e	2	10e	2	Scepter And Mace Items Tier 31	898						0
Scepter And Mace Items Tier 33			1						22k	2	14e	2	21h	2	15e	2	20h	2	17h	2	18h	2	16h	2	21h	2	Scepter And Mace Items Tier 32	913						0
Scepter And Mace Items Tier 34			1						28h	2	27h	2	26h	2	25h	2	24h	2	16e	2	23h	2	19h	2	Scepter And Mace Items Tier 33	928								0
Scepter And Mace Items Tier 35			1						33h	2	18e	2	17e	2	08j	2	32k	2	31h	2	30h	2	29h	2	Scepter And Mace Items Tier 34	943								0
Scepter And Mace Items Tier 36			1						39h	2	21e	2	19e	2	20e	2	37h	2	36h	2	35h	2	34h	2	Scepter And Mace Items Tier 35	958								0
Scepter And Mace Items Tier 37			1						22e	2	45h	2	42k	2	43h	2	11i	1	38h	2	41h	2	40h	2	Scepter And Mace Items Tier 36	972								0
Scepter And Mace Items Tier 38			1						48h	2	51h	2	23e	2	25e	2	47h	2	24e	2	46h	2	44h	10	Scepter And Mace Items Tier 37	987								0
Scepter And Mace Items Tier 39			1						30e	2	09j	2	54h	2	53h	2	27e	2	26e	2	50h	2	49h	2	Scepter And Mace Items Tier 38	1002								0
Scepter And Mace Items Tier 40			1						33e	2	32e	2	38e	2	12i	2	31e	2	52k	2	28e	2	29e	2	Scepter And Mace Items Tier 39	1017								0
Scepter And Mace Items Tier 41			1						56h	2	57h	2	58h	2	55h	2	37e	2	36e	2	35e	2	34e	2	Scepter And Mace Items Tier 40	1032								0
Scepter And Mace Items Tier 42			1						10j	1	62k	2	40e	1	41e	2	39e	1	59h	2	60h	10	61h	2	Scepter And Mace Items Tier 41	1047								0
Shield And Sword Items Tier 1			1						05f	6	06f	6	07f	6	08f	6	03f	6	02c	6	02f	6	01f	30	01c	30								0
Shield And Sword Items Tier 2			1						13f	6	05c	6	01j	6	06c	6	09f	6	10f	30	04c	6	03c	6	04f	6	Shield And Sword Items Tier 1	37						0
Shield And Sword Items Tier 3			1						09c	6	08c	6	07c	30	14f	6	15f	6	16f	6	17f	6	11f	6	12f	6	Shield And Sword Items Tier 2	73						0
Shield And Sword Items Tier 4			1						22f	30	23f	6	10c	6	21f	6	20f	30	11c	6	19f	6	01i	6	18f	30	Shield And Sword Items Tier 3	110						0
Shield And Sword Items Tier 5			1						19c	6	15c	6	25f	6	27f	6	14c	6	13c	6	26f	6	12c	30	16c	6	Shield And Sword Items Tier 4	146						0
Shield And Sword Items Tier 6			1						16c	6	30f	6	29f	6	28f	6	18c	6	17c	30	02j	6	02i	6	20c	6	Shield And Sword Items Tier 5	183						0
Shield And Sword Items Tier 7			1						34f	6	35f	6	32f	6	33f	6	24c	6	31f	30	23c	30	22c	6	21c	6	Shield And Sword Items Tier 6	219						0
Shield And Sword Items Tier 8			1						27c	6	26c	6	29c	6	28c	30	25c	30	36f	30	37f	6	38f	6	39f	6	Shield And Sword Items Tier 7	256						0
Shield And Sword Items Tier 9			1						32c	6	31c	6	34c	6	42f	6	30c	6	43f	6	44f	6	40f	6	41f	6	Shield And Sword Items Tier 8	292						0
Shield And Sword Items Tier 10			1						47f	6	38c	6	39c	6	37c	6	36c	6	35c	6	46f	30	45f	6	33c	6	Shield And Sword Items Tier 9	329						0
Shield And Sword Items Tier 11			1						53f	6	54f	30	55f	30	42c	30	41c	6	40c	6	56f	6	49f	6	48f	30	Shield And Sword Items Tier 10	365						0
Shield And Sword Items Tier 12			1						60f	6	61f	6	43c	6	59f	6	58f	6	57f	6	51f	6	50f	6	52f	6	Shield And Sword Items Tier 11	402						0
Shield And Sword Items Tier 13			1						46c	6	65f	6	64f	6	63f	6	62f	6	03i	6	45c	6	44c	6	66f	6	Shield And Sword Items Tier 12	438						0
Shield And Sword Items Tier 14			1						01d	4	02d	4	03d	20	02g	4	71f	30	70f	6	69f	6	68f	30	67f	6	Shield And Sword Items Tier 13	475						0
Shield And Sword Items Tier 15			1						10d	20	09d	4	08d	4	03g	20	07d	4	06d	4	05d	4	04d	4	01g	4	Shield And Sword Items Tier 14	509						0
Shield And Sword Items Tier 16			1						13d	4	09g	4	07g	20	06g	4	05g	4	04g	4	03j	4	12d	4	11d	4	Shield And Sword Items Tier 15	533						0
Shield And Sword Items Tier 17			1						16g	4	15g	4	14g	4	13g	20	12g	4	11g	4	10g	4	14d	4	08g	4	Shield And Sword Items Tier 16	558						0
Shield And Sword Items Tier 18			1						20g	4	24g	4	16d	4	17d	20	15d	4	18d	20	19g	20	18g	4	17g	4	Shield And Sword Items Tier 17	582						0
Shield And Sword Items Tier 19			1						27g	4	26g	20	21d	4	25g	4	22g	4	23g	4	20d	4	21g	4	19d	4	Shield And Sword Items Tier 18	607						0
Shield And Sword Items Tier 20			1						34g	4	35g	20	36g	4	24d	4	23d	4	28g	4	30g	4	29g	4	22d	4	Shield And Sword Items Tier 19	631						0
Shield And Sword Items Tier 21			1						27d	4	26d	4	43g	4	42g	4	41g	4	33g	4	32g	4	31g	4	37g	4	Shield And Sword Items Tier 20	656						0
Shield And Sword Items Tier 22			1						35d	20	34d	4	33d	4	40g	4	39g	4	38g	4	44g	4	29d	4	28d	20	Shield And Sword Items Tier 21	680						0
Shield And Sword Items Tier 23			1						53g	4	54g	20	55g	4	56g	4	32d	4	31d	4	30d	4	37d	4	36d	20	Shield And Sword Items Tier 22	705						0
Shield And Sword Items Tier 24			1						57g	4	45g	4	46g	4	47g	4	48g	4	49g	20	50g	4	51g	4	52g	4	Shield And Sword Items Tier 23	729						0
Shield And Sword Items Tier 25			1						65g	20	63g	4	62g	4	38d	4	39d	20	61g	4	60g	4	59g	20	58g	4	Shield And Sword Items Tier 24	754						0
Shield And Sword Items Tier 26			1						70g	4	04j	4	05j	4	68g	4	67g	4	40d	4	69g	4	66g	20	64g	4	Shield And Sword Items Tier 25	778						0
Shield And Sword Items Tier 27			1						72g	20	74g	4	43d	4	04i	4	42d	4	41d	4	73g	20	71g	4	44d	4	Shield And Sword Items Tier 26	803						0
Shield And Sword Items Tier 28			1						07i	4	77g	4	48d	4	47d	4	06i	4	05i	4	76g	4	45d	4	75g	4	Shield And Sword Items Tier 27	827						0
Shield And Sword Items Tier 29			1						07j	2	02e	2	02k	2	01e	10	01h	10	06j	2	78g	4	50d	4	49d	4	Shield And Sword Items Tier 28	851						0
Shield And Sword Items Tier 30			1						09h	2	07h	2	06h	2	05e	2	04h	2	05h	10	04e	2	03e	2	03h	2	Shield And Sword Items Tier 29	867						0
Shield And Sword Items Tier 31			1						12k	2	11h	2	13h	2	09e	10	08e	2	07e	2	06e	2	08h	2	10h	2	Shield And Sword Items Tier 30	882						0
Shield And Sword Items Tier 32			1						13e	2	12e	2	15h	2	14h	10	10i	2	09i	2	08i	2	11e	2	10e	2	Shield And Sword Items Tier 31	898						0
Shield And Sword Items Tier 33			1						22k	2	14e	2	21h	2	15e	2	20h	2	17h	2	18h	2	16h	2	21h	2	Shield And Sword Items Tier 32	913						0
Shield And Sword Items Tier 34			1						28h	2	27h	2	26h	2	25h	2	24h	2	16e	10	23h	2	19h	10	Shield And Sword Items Tier 33	928								0
Shield And Sword Items Tier 35			1						33h	2	18e	10	17e	2	08j	2	32k	2	31h	2	30h	2	29h	2	Shield And Sword Items Tier 34	943								0
Shield And Sword Items Tier 36			1						39h	2	21e	2	19e	10	20e	2	37h	2	36h	2	35h	2	34h	10	Shield And Sword Items Tier 35	958								0
Shield And Sword Items Tier 37			1						22e	10	45h	2	42k	2	43h	2	11i	1	38h	2	41h	2	40h	10	Shield And Sword Items Tier 36	972								0
Shield And Sword Items Tier 38			1						48h	2	51h	2	23e	2	25e	2	47h	2	24e	2	46h	2	44h	2	Shield And Sword Items Tier 37	987								0
Shield And Sword Items Tier 39			1						30e	2	09j	2	54h	2	53h	2	27e	10	26e	2	50h	2	49h	2	Shield And Sword Items Tier 38	1002								0
Shield And Sword Items Tier 40			1						33e	2	32e	2	38e	10	12i	2	31e	10	52k	2	28e	2	29e	10	Shield And Sword Items Tier 39	1017								0
Shield And Sword Items Tier 41			1						56h	2	57h	10	58h	2	55h	2	37e	2	36e	2	35e	2	34e	2	Shield And Sword Items Tier 40	1032								0
Shield And Sword Items Tier 42			1						10j	1	62k	10	40e	1	41e	2	39e	1	59h	2	60h	2	61h	2	Shield And Sword Items Tier 41	1047								0
Axe And Knife Items Tier 1			1						05f	6	06f	30	07f	6	08f	6	03f	30	02c	6	02f	6	01f	6	01c	6								0
Axe And Knife Items Tier 2			1						13f	6	05c	6	01j	6	06c	6	09f	6	10f	6	04c	6	03c	6	04f	6	Axe And Knife Items Tier 1	37						0
Axe And Knife Items Tier 3			1						09c	6	08c	6	07c	6	14f	30	15f	6	16f	6	17f	6	11f	6	12f	30	Axe And Knife Items Tier 2	73						0
Axe And Knife Items Tier 4			1						22f	6	23f	6	10c	6	21f	6	20f	6	11c	6	19f	30	01i	6	18f	6	Axe And Knife Items Tier 3	110						0
Axe And Knife Items Tier 5			1						19c	6	15c	6	25f	6	27f	6	14c	6	13c	6	26f	30	12c	6	16c	6	Axe And Knife Items Tier 4	146						0
Axe And Knife Items Tier 6			1						16c	6	30f	30	29f	6	28f	6	18c	6	17c	6	02j	6	02i	6	20c	6	Axe And Knife Items Tier 5	183						0
Axe And Knife Items Tier 7			1						34f	6	35f	6	32f	6	33f	6	24c	6	31f	6	23c	6	22c	6	21c	6	Axe And Knife Items Tier 6	219						0
Axe And Knife Items Tier 8			1						27c	6	26c	6	29c	6	28c	6	25c	6	36f	6	37f	6	38f	30	39f	30	Axe And Knife Items Tier 7	256						0
Axe And Knife Items Tier 9			1						32c	6	31c	6	34c	6	42f	6	30c	6	43f	6	44f	30	40f	6	41f	6	Axe And Knife Items Tier 8	292						0
Axe And Knife Items Tier 10			1						47f	6	38c	6	39c	6	37c	6	36c	6	35c	6	46f	6	45f	6	33c	6	Axe And Knife Items Tier 9	329						0
Axe And Knife Items Tier 11			1						53f	30	54f	6	55f	6	42c	6	41c	6	40c	6	56f	6	49f	6	48f	6	Axe And Knife Items Tier 10	365						0
Axe And Knife Items Tier 12			1						60f	6	61f	30	43c	6	59f	6	58f	6	57f	6	51f	30	50f	6	52f	6	Axe And Knife Items Tier 11	402						0
Axe And Knife Items Tier 13			1						46c	6	65f	6	64f	6	63f	6	62f	6	03i	6	45c	6	44c	6	66f	6	Axe And Knife Items Tier 12	438						0
Axe And Knife Items Tier 14			1						01d	4	02d	4	03d	4	02g	4	71f	6	70f	6	69f	6	68f	6	67f	30	Axe And Knife Items Tier 13	475						0
Axe And Knife Items Tier 15			1						10d	4	09d	4	08d	4	03g	4	07d	4	06d	4	05d	4	04d	4	01g	4	Axe And Knife Items Tier 14	509						0
Axe And Knife Items Tier 16			1						13d	4	09g	4	07g	4	06g	4	05g	4	04g	4	03j	4	12d	4	11d	4	Axe And Knife Items Tier 15	533						0
Axe And Knife Items Tier 17			1						16g	4	15g	20	14g	4	13g	4	12g	4	11g	4	10g	4	14d	4	08g	20	Axe And Knife Items Tier 16	558						0
Axe And Knife Items Tier 18			1						20g	4	24g	4	16d	4	17d	4	15d	4	18d	4	19g	4	18g	4	17g	4	Axe And Knife Items Tier 17	582						0
Axe And Knife Items Tier 19			1						27g	4	26g	4	21d	4	25g	4	22g	20	23g	4	20d	4	21g	20	19d	4	Axe And Knife Items Tier 18	607						0
Axe And Knife Items Tier 20			1						34g	20	35g	4	36g	20	24d	4	23d	4	28g	20	30g	4	29g	4	22d	4	Axe And Knife Items Tier 19	631						0
Axe And Knife Items Tier 21			1						27d	4	26d	4	43g	20	42g	4	41g	4	33g	4	32g	4	31g	4	37g	4	Axe And Knife Items Tier 20	656						0
Axe And Knife Items Tier 22			1						35d	4	34d	4	33d	4	40g	4	39g	20	38g	4	44g	4	29d	4	28d	4	Axe And Knife Items Tier 21	680						0
Axe And Knife Items Tier 23			1						53g	4	54g	4	55g	20	56g	4	32d	4	31d	4	30d	4	37d	4	36d	4	Axe And Knife Items Tier 22	705						0
Axe And Knife Items Tier 24			1						57g	4	45g	4	46g	4	47g	4	48g	4	49g	4	50g	4	51g	4	52g	4	Axe And Knife Items Tier 23	729						0
Axe And Knife Items Tier 25			1						65g	4	63g	4	62g	4	38d	4	39d	4	61g	20	60g	4	59g	4	58g	4	Axe And Knife Items Tier 24	754						0
Axe And Knife Items Tier 26			1						70g	4	04j	4	05j	4	68g	20	67g	20	40d	4	69g	4	66g	4	64g	4	Axe And Knife Items Tier 25	778						0
Axe And Knife Items Tier 27			1						72g	4	74g	20	43d	4	04i	4	42d	4	41d	4	73g	4	71g	4	44d	4	Axe And Knife Items Tier 26	803						0
Axe And Knife Items Tier 28			1						07i	4	77g	4	48d	4	47d	4	06i	4	05i	4	76g	4	45d	4	75g	4	Axe And Knife Items Tier 27	827						0
Axe And Knife Items Tier 29			1						07j	2	02e	2	02k	2	01e	2	01h	2	06j	2	78g	4	50d	4	49d	4	Axe And Knife Items Tier 28	851						0
Axe And Knife Items Tier 30			1						09h	2	07h	2	06h	10	05e	2	04h	2	05h	2	04e	2	03e	2	03h	10	Axe And Knife Items Tier 29	867						0
Axe And Knife Items Tier 31			1						12k	2	11h	2	13h	2	09e	2	08e	2	07e	2	06e	2	08h	10	10h	10	Axe And Knife Items Tier 30	882						0
Axe And Knife Items Tier 32			1						13e	2	12e	2	15h	2	14h	2	10i	2	09i	2	08i	2	11e	2	10e	2	Axe And Knife Items Tier 31	898						0
Axe And Knife Items Tier 33			1						22k	2	14e	2	21h	10	15e	2	20h	10	17h	2	18h	2	16h	2	21h	10	Axe And Knife Items Tier 32	913						0
Axe And Knife Items Tier 34			1						28h	2	27h	2	26h	10	25h	2	24h	2	16e	2	23h	2	19h	2	Axe And Knife Items Tier 33	928								0
Axe And Knife Items Tier 35			1						33h	2	18e	2	17e	2	08j	2	32k	2	31h	2	30h	2	29h	2	Axe And Knife Items Tier 34	943								0
Axe And Knife Items Tier 36			1						39h	2	21e	2	19e	2	20e	2	37h	2	36h	2	35h	10	34h	2	Axe And Knife Items Tier 35	958								0
Axe And Knife Items Tier 37			1						22e	2	45h	2	42k	10	43h	2	11i	1	38h	2	41h	2	40h	2	Axe And Knife Items Tier 36	972								0
Axe And Knife Items Tier 38			1						48h	2	51h	2	23e	2	25e	2	47h	10	24e	2	46h	2	44h	2	Axe And Knife Items Tier 37	987								0
Axe And Knife Items Tier 39			1						30e	2	09j	2	54h	2	53h	2	27e	2	26e	2	50h	10	49h	2	Axe And Knife Items Tier 38	1002								0
Axe And Knife Items Tier 40			1						33e	2	32e	2	38e	2	12i	2	31e	2	52k	2	28e	2	29e	2	Axe And Knife Items Tier 39	1017								0
Axe And Knife Items Tier 41			1						56h	2	57h	2	58h	2	55h	2	37e	2	36e	2	35e	2	34e	2	Axe And Knife Items Tier 40	1032								0
Axe And Knife Items Tier 42			1						10j	1	62k	2	40e	1	41e	2	39e	1	59h	2	60h	2	61h	2	Axe And Knife Items Tier 41	1047								0
EGM Equip 1	28	68	1						weap54	20	armo54	10	weap57	60	armo57	30	weap60	140	armo60	70	weap63	60	armo63	30	Act 1 (H) Coupon C	30	Act 5 (N) Equip C	10004	424					0
EGM Equip 2	28	70	1						weap57	20	armo57	10	weap60	60	armo60	30	weap63	140	armo63	70	weap66	60	armo66	30	Act 2 (H) Coupon A	30	EGM Equip 1	10428	364					0
EGM Equip 3	28	71	1						weap57	20	armo57	10	weap60	60	armo60	30	weap63	140	armo63	70	weap66	60	armo66	30	Act 2 (H) Coupon B	30	EGM Equip 2	10792	424					0
EGM Equip 4	28	73	1						weap60	20	armo60	10	weap63	60	armo63	30	weap66	140	armo66	70	weap69	60	armo69	30	Act 2 (H) Coupon C	30	EGM Equip 3	11216	364					0
EGM Equip 5	28	75	1						weap60	20	armo60	10	weap63	60	armo63	30	weap66	140	armo66	70	weap69	60	armo69	30	Act 3 (H) Coupon A	30	EGM Equip 4	11580	424					0
EGM Equip 6	28	76	1						weap63	20	armo63	10	weap66	60	armo66	30	weap69	140	armo69	70	weap72	60	armo72	30	Act 3 (H) Coupon B	30	EGM Equip 5	12004	364					0
EGM Equip 7	28	77	1						weap63	20	armo63	10	weap66	60	armo66	30	weap69	140	armo69	70	weap72	60	armo72	30	Act 3 (H) Coupon C	30	EGM Equip 6	12368	424					0
EGM Equip 8	28	78	1						weap66	20	armo66	10	weap69	60	armo69	30	weap72	140	armo72	70	weap75	60	armo75	30	Act 4 (H) Coupon A	30	EGM Equip 7	12792	364					0
EGM Equip 9	28	79	1						weap69	20	armo69	10	weap72	60	armo72	30	weap75	140	armo75	70	weap78	60	armo78	30	Act 4 (H) Coupon B	30	EGM Equip 8	13156	364					0
EGM Equip 10	28	80	1						weap69	20	armo69	10	weap72	60	armo72	30	weap75	140	armo75	70	weap78	60	armo78	30	Act 5 (H) Coupon A	30	EGM Equip 9	13520	424					0
EGM Equip 11	28	81	1						weap72	20	armo72	10	weap75	60	armo75	30	weap78	140	armo78	70	weap81	60	armo81	30	Act 5 (H) Coupon B	30	EGM Equip 10	13944	424					0
EGM Equip 12	28	83	1						weap75	20	armo75	10	weap78	60	armo78	30	weap81	140	armo81	70	weap84	60	armo84	30	Act 5 (H) Coupon C	30	EGM Equip 11	14368	424					0
EGM Equip 13	28	84	1						weap78	20	armo78	10	weap81	60	armo81	30	weap84	140	armo84	70	weap87	60	armo87	30	Act 5 (H) Coupon C	30	EGM Equip 12	14792	424					0
EGM Equip 14	28	85	1						weap81	20	armo81	10	weap84	60	armo84	30	weap87	140	armo87	70	weap90	60	armo90	30	Act 5 (H) Coupon C	30	EGM Equip 13	15216	334					0
EGM Equip 15	28	88	1						weap84	20	armo84	10	weap87	60	armo87	30	weap90	140	armo90	70	weap93	60	armo93	30	Act 5 (H) Coupon C	30	EGM Equip 14	15640	334					0
EGM Equip 16	28	91	1						weap87	20	armo87	10	weap90	60	armo90	30	weap93	140	armo93	70	weap96	60	armo96	30	Act 5 (H) Coupon C	30	EGM Equip 15	16064	334					0
EGM Equip 17	28	94	1						weap90	20	armo90	10	weap93	60	armo93	30	weap96	140	armo96	70	Act 5 (H) Coupon C	30	EGM Equip 16	16488					354					0
EGM Equip Body Armor Cps 1	29	68	1						weap54	20	armo54	10	weap57	60	armo57	30	weap60	140	armo60	70	weap63	60	armo63	30	Body Armor Items Tier 31	30	Act 5 (N) Equip C	10004	424					0
EGM Equip Body Armor Cps 2	29	70	1						weap57	20	armo57	10	weap60	60	armo60	30	weap63	140	armo63	70	weap66	60	armo66	30	Body Armor Items Tier 32	30	EGM Equip Body Armor Cps 1	10428	364					0
EGM Equip Body Armor Cps 3	29	71	1						weap57	20	armo57	10	weap60	60	armo60	30	weap63	140	armo63	70	weap66	60	armo66	30	Body Armor Items Tier 33	30	EGM Equip Body Armor Cps 2	10792	424					0
EGM Equip Body Armor Cps 4	29	73	1						weap60	20	armo60	10	weap63	60	armo63	30	weap66	140	armo66	70	weap69	60	armo69	30	Body Armor Items Tier 34	30	EGM Equip Body Armor Cps 3	11216	364					0
EGM Equip Body Armor Cps 5	29	75	1						weap60	20	armo60	10	weap63	60	armo63	30	weap66	140	armo66	70	weap69	60	armo69	30	Body Armor Items Tier 35	30	EGM Equip Body Armor Cps 4	11580	424					0
EGM Equip Body Armor Cps 6	29	76	1						weap63	20	armo63	10	weap66	60	armo66	30	weap69	140	armo69	70	weap72	60	armo72	30	Body Armor Items Tier 36	30	EGM Equip Body Armor Cps 5	12004	364					0
EGM Equip Body Armor Cps 7	29	77	1						weap63	20	armo63	10	weap66	60	armo66	30	weap69	140	armo69	70	weap72	60	armo72	30	Body Armor Items Tier 37	30	EGM Equip Body Armor Cps 6	12368	424					0
EGM Equip Body Armor Cps 8	29	78	1						weap66	20	armo66	10	weap69	60	armo69	30	weap72	140	armo72	70	weap75	60	armo75	30	Body Armor Items Tier 38	30	EGM Equip Body Armor Cps 7	12792	364					0
EGM Equip Body Armor Cps 9	29	79	1						weap69	20	armo69	10	weap72	60	armo72	30	weap75	140	armo75	70	weap78	60	armo78	30	Body Armor Items Tier 39	30	EGM Equip Body Armor Cps 8	13156	364					0
EGM Equip Body Armor Cps 10	29	80	1						weap69	20	armo69	10	weap72	60	armo72	30	weap75	140	armo75	70	weap78	60	armo78	30	Body Armor Items Tier 40	30	EGM Equip Body Armor Cps 9	13520	424					0
EGM Equip Body Armor Cps 11	29	81	1						weap72	20	armo72	10	weap75	60	armo75	30	weap78	140	armo78	70	weap81	60	armo81	30	Body Armor Items Tier 41	30	EGM Equip Body Armor Cps 10	13944	424					0
EGM Equip Body Armor Cps 12	29	83	1						weap75	20	armo75	10	weap78	60	armo78	30	weap81	140	armo81	70	weap84	60	armo84	30	Body Armor Items Tier 42	30	EGM Equip Body Armor Cps 11	14368	424					0
EGM Equip Body Armor Cps 13	29	84	1						weap78	20	armo78	10	weap81	60	armo81	30	weap84	140	armo84	70	weap87	60	armo87	30	Body Armor Items Tier 42	30	EGM Equip Body Armor Cps 12	14792	424					0
EGM Equip Body Armor Cps 14	29	85	1						weap81	20	armo81	10	weap84	60	armo84	30	weap87	140	armo87	70	weap90	60	armo90	30	Body Armor Items Tier 42	30	EGM Equip Body Armor Cps 13	15216	334					0
EGM Equip Body Armor Cps 15	29	88	1						weap84	20	armo84	10	weap87	60	armo87	30	weap90	140	armo90	70	weap93	60	armo93	30	Body Armor Items Tier 42	30	EGM Equip Body Armor Cps 14	15640	334					0
EGM Equip Body Armor Cps 16	29	91	1						weap87	20	armo87	10	weap90	60	armo90	30	weap93	140	armo93	70	weap96	60	armo96	30	Body Armor Items Tier 42	30	EGM Equip Body Armor Cps 15	16064	334					0
EGM Equip Body Armor Cps 17	29	94	1						weap90	20	armo90	10	weap93	60	armo93	30	weap96	140	armo96	70	Body Armor Items Tier 42	30	EGM Equip Body Armor Cps 16	16488					354					0
EGM Equip Belt Cps 1	30	68	1						weap54	20	armo54	10	weap57	60	armo57	30	weap60	140	armo60	70	weap63	60	armo63	30	Belt Items Tier 31	30	Act 5 (N) Equip C	10004	424					0
EGM Equip Belt Cps 2	30	70	1						weap57	20	armo57	10	weap60	60	armo60	30	weap63	140	armo63	70	weap66	60	armo66	30	Belt Items Tier 32	30	EGM Equip Belt Cps 1	10428	364					0
EGM Equip Belt Cps 3	30	71	1						weap57	20	armo57	10	weap60	60	armo60	30	weap63	140	armo63	70	weap66	60	armo66	30	Belt Items Tier 33	30	EGM Equip Belt Cps 2	10792	424					0
EGM Equip Belt Cps 4	30	73	1						weap60	20	armo60	10	weap63	60	armo63	30	weap66	140	armo66	70	weap69	60	armo69	30	Belt Items Tier 34	30	EGM Equip Belt Cps 3	11216	364					0
EGM Equip Belt Cps 5	30	75	1						weap60	20	armo60	10	weap63	60	armo63	30	weap66	140	armo66	70	weap69	60	armo69	30	Belt Items Tier 35	30	EGM Equip Belt Cps 4	11580	424					0
EGM Equip Belt Cps 6	30	76	1						weap63	20	armo63	10	weap66	60	armo66	30	weap69	140	armo69	70	weap72	60	armo72	30	Belt Items Tier 36	30	EGM Equip Belt Cps 5	12004	364					0
